"caso_id","llamado_fecha_hora","llamado_provincia","llamante_edad","llamante_genero","llamante_vinculo","caso_judicializado","hecho_lugar","victima_a_resguardo","victima_edad","victima_genero","victima_nacionalidad","victima_vinculo_agresor","victima_discapacidad","victima_convive_agresor","vs_violacion_via_vaginal","vs_violacion_via_anal","vs_violacion_via_oral","vs_tentativa_violacion","vs_tocamiento_sexual","vs_intento_tocamiento","vs_Intento_violación_tercera_persona","vs_grooming","vs_exhibicionismo","vs_amenazas_verbales_contenido_sexual","vs_explotacion_sexual","vs_explotacion_sexual_comercial","vs_explotacion_sexual_viajes_turismo","vs_sospecha_trata_personas_fines_sexuales","vs_existencia_facilitador_corrupcion_nnya","vs_obligacion_sacarse_fotos_pornograficas","vs_eyaculacion_partes_cuerpo","vs_acoso_sexual","vs_iniciacion_sexual_forzada_inducida","vs_otra_forma_violencia_sexual","vs_no_sabe_no_contesta","ofv_sentimiento_amenaza","ofv_amenaza_explicita","ofv_violencia_fisica","ofv_intento_ahorcar","ofv_intento_quemar","ofv_intento_ahogar","ofv_amenaza_muerte","ofv_uso_sustancias_psicoactivas","ofv_intento_privacion_libertad","ofv_privacion_libertad","ofv_uso_arma_blanca","ofv_uso_arma_fuego","ofv_enganio_seduccion","ofv_intento_matar","ofv_uso_animal_victimizar","ofv_grooming","ofv_otra_forma_violencia","ofv_no_sabe_no_contesta","llamado_provincia_id"
"50540","2019-11-21 10:40:00","Buenos Aires","Sin dato","Femenino","Madre","NO","NS/NC","SI","16","Femenino","Argentina","Otro pariente","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","SI","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","06"
"50542","2019-11-21 08:35:00","San Luis","Sin dato","Femenino","Madre","SI","NS/NC","SI","4","Masculino","Argentina","Padre","NS/NC","NS/NC","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","74"
"50543","2019-11-21 11:40:00","Ciudad Autónoma de Buenos Aires","Sin dato","Femenino","Hospital","NO","Vivienda de la Víctima","SI","11","Femenino","Argentina","Hermano","NO","SI","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","02"
"50545","2019-11-21 15:15:00","Buenos Aires","Sin dato","Femenino","Madre","NS/NC","NS/NC","SI","999","Femenino","NS/NC","Abuelo","NS/NC","NS/NC","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","06"
"50546","2019-11-21 22:10:00","Santa Fé","28","Femenino","Víctima","NO","NS/NC","SI","28","Femenino","Argentina","Otro pariente","NS/NC","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","82"
"50548","2019-11-21 15:00:00","Santa Fé","37","Femenino","Víctima","SI","NS/NC","SI","37","Femenino","Argentina","Otro pariente","NO","NO","SI","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","82"
"50549","2019-11-21 15:00:00","Ciudad Autónoma de Buenos Aires","50","Masculino","Comisaría","SI","Otro(Especificar en observaciones)","SI","36","Femenino","Argentina","Conocido no familiar (Amigo, vecino, entre otros)","NO","NO","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","02"
"50551","2019-11-21 16:40:00","Buenos Aires","48","Masculino","Padre","SI","Vivienda de la Víctima","NO","14","Femenino","Argentina","Conocido no familiar (Amigo, vecino, entre otros)","NO","NS/NC","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","06"
"50550","2019-11-21 17:00:00","Buenos Aires","28","Masculino","Familiar","NO","Vivienda del Agresor","SI","28","Femenino","Argentina","Hermano","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","06"
"50552","2019-11-21 19:00:00","Ciudad Autónoma de Buenos Aires","Sin dato","Masculino","Comisaría","SI","Vivienda de la Víctima","SI","79","Femenino","Argentina","Desconocido","NS/NC","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","02"
"50554","2019-11-22 02:20:00","Ciudad Autónoma de Buenos Aires","40","Masculino","Comisaría","SI","NS/NC","SI","16","Femenino","Argentina","NS/NC","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","02"
"50555","2019-11-22 23:35:00","Buenos Aires","40","Masculino","Familiar","NO","NS/NC","SI","6","Femenino","NS/NC","NS/NC","NO","NO","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","06"
"50555","2019-11-22 23:35:00","Buenos Aires","40","Masculino","Familiar","NO","NS/NC","SI","7","Femenino","NS/NC","Tío","NS/NC","NS/NC","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","06"
"50556","2019-11-22 08:30:00","Buenos Aires","Sin dato","Femenino","Madre","SI","Vivienda de la Víctima","SI","15","Femenino","Argentina","Padre","NS/NC","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","06"
"50557","2019-11-22 09:40:00","Santa Fé","40","Femenino","Madre","SI","Vivienda del Agresor","SI","10","Femenino","Argentina","Conocido no familiar (Amigo, vecino, entre otros)","NO","NO","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","82"
"50562","2019-11-22 14:50:00","Buenos Aires","32","Femenino","Madre","NO","NS/NC","SI","6","Femenino","Argentina","NS/NC","NO","NS/NC","SI","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","06"
"50564","2019-11-22 17:00:00","Buenos Aires","Sin dato","Femenino","Otro conocido","NS/NC","NS/NC","SI","10","Femenino","Argentina","NS/NC","NS/NC","NS/NC","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","06"
"50565","2019-11-22 17:30:00","Buenos Aires","42","Masculino","Familiar","SI","NS/NC","SI","5","Masculino","Argentina","Padrastro","NO","SI","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","06"
"50566","2019-11-22 21:00:00","Ciudad Autónoma de Buenos Aires","Sin dato","Femenino","Comisaría","SI","Comercio","SI","31","Masculino","Argentina","Desconocido","NO","NO","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","02"
"50567","2019-11-22 21:10:00","Ciudad Autónoma de Buenos Aires","30","Femenino","Comisaría","SI","Vivienda de la Víctima","SI","11","Femenino","Argentina","Padrastro","NS/NC","SI","SI","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","02"
"50568","2019-11-23 23:45:00","Córdoba","Sin dato","Femenino","Madre","NO","Ámbito educativo","SI","7","Masculino","Argentina","Conocido no familiar (Amigo, vecino, entre otros)","SI","NO","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","14"
"50569","2019-11-23 08:45:00","Buenos Aires","31","Femenino","Víctima","NO","Vivienda de la Víctima","SI","31","Femenino","Argentina","Otro pariente","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","SI","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","06"
"50571","2019-11-23 10:00:00","Buenos Aires","40","Femenino","Familiar","NO","Vivienda del Agresor","SI","15","Femenino","Argentina","Abuelo","NS/NC","NO","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","06"
"50572","2019-11-23 16:00:00","Ciudad Autónoma de Buenos Aires","30","Femenino","Comisaría","SI","Vivienda del Agresor","SI","18","Femenino","Argentina","Conocido no familiar (Amigo, vecino, entre otros)","NO","NO","SI","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","02"
"50573","2019-11-24 02:00:00","Buenos Aires","Sin dato","Femenino","Familiar","NO","NS/NC","SI","16","Femenino","Argentina","Conocido no familiar (Amigo, vecino, entre otros)","NO","NO","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","SI","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","06"
"50574","2019-11-24 17:00:00","Chubut","34","Femenino","Víctima","NO","Comercio","SI","34","Femenino","Argentina","Abuelo","NO","NO","NO","NO","NO","NO","SI","SI","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","NO","NO","SI","SI","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","26"
"50575","2019-11-24 18:30:00","Córdoba","Sin dato","Femenino","Familiar","NO","NS/NC","SI","16","Masculino","Argentina","Hermano","NO","NO","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","14"
"50576","2019-11-25 22:00:00","Mendoza","14","Femenino","Víctima","NO","Vivienda del Agresor","SI","14","Femenino","Argentina","Otro pariente","NO","NO","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","50"
"50577","2019-11-25 01:30:00","Ciudad Autónoma de Buenos Aires","30","Masculino","Comisaría","SI","Vivienda del Agresor","SI","15","Femenino","Argentina","Conocido no familiar (Amigo, vecino, entre otros)","NS/NC","NO","SI","SI","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","02"
"50578","2019-11-25 18:00:00","Santa Fé","Sin dato","Femenino","Madre","NS/NC","Redes Sociales","SI","11","Femenino","Argentina","Desconocido","NS/NC","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","82"
"50580","2019-11-25 09:15:00","Ciudad Autónoma de Buenos Aires","38","Femenino","Víctima","NO","Vivienda de la Víctima","SI","38","Femenino","Argentina","Otro pariente","SI","NO","SI","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","02"
"50579","2019-11-25 19:55:00","Mendoza","Sin dato","Femenino","Madre","NO","Redes Sociales","SI","999","Femenino","Argentina","NS/NC","NS/NC","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","50"
"50583","2019-11-25 09:40:00","Buenos Aires","40","Femenino","Madre","NO","Vivienda de la Víctima","SI","17","Masculino","Argentina","Otro pariente","NO","NO","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","06"
"50584","2019-11-25 10:30:00","Ciudad Autónoma de Buenos Aires","Sin dato","Femenino","Comisaría","SI","Vivienda de un familiar","SI","17","Femenino","Argentina","Conocido no familiar (Amigo, vecino, entre otros)","NO","NO","NO","NO","NO","NO","SI","SI","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","02"
"50585","2019-11-25 10:50:00","Santa Fé","63","Femenino","Abuela/o","NO","Vivienda de la Víctima","SI","10","Femenino","Argentina","Padrastro","NO","NO","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","82"
"50586","2019-11-25 09:15:00","Buenos Aires","50","Femenino","Familiar","SI","NS/NC","SI","5","Femenino","Argentina","Abuelo","NS/NC","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","06"
"50586","2019-11-25 09:15:00","Buenos Aires","50","Femenino","Familiar","SI","NS/NC","SI","8","Femenino","Argentina","Abuelo","NS/NC","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","06"
"50588","2019-11-25 11:00:00","Buenos Aires","40","Femenino","Madre","NO","NS/NC","SI","15","Femenino","Argentina","Abuelo","NO","NO","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","06"
"50590","2019-11-25 11:40:00","Ciudad Autónoma de Buenos Aires","Sin dato","Masculino","Comisaría","NO","Vivienda del Agresor","SI","21","Femenino","Argentina","Conocido no familiar (Amigo, vecino, entre otros)","NS/NC","NO","SI","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","NO","NO","02"
"50591","2019-11-25 09:40:00","Buenos Aires","62","Femenino","Madre","SI","Vivienda de un familiar","SI","33","Masculino","Argentina","Tío","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","06"
"50595","2019-11-25 17:25:00","Buenos Aires","Sin dato","Femenino","Madre","NO","Vivienda del Agresor","SI","5","Masculino","Argentina","Padre","NS/NC","NS/NC","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","06"
"50596","2019-11-25 22:00:00","Buenos Aires","Sin dato","Femenino","NS/NC","NS/NC","NS/NC","SI","7","Femenino","Argentina","Abuelo","NS/NC","NS/NC","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","06"
"50599","2019-11-25 14:50:00","Buenos Aires","25","Femenino","Familiar","NO","NS/NC","SI","3","Masculino","Argentina","Tío","NO","NO","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","06"
"50600","2019-11-25 18:10:00","Río Negro","Sin dato","Femenino","Madre","NO","NS/NC","SI","9","Masculino","Argentina","Conocido no familiar (Amigo, vecino, entre otros)","NS/NC","NO","NO","SI","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","62"
"50600","2019-11-25 18:10:00","Río Negro","Sin dato","Femenino","Madre","NO","NS/NC","SI","14","Masculino","NS/NC","Conocido no familiar (Amigo, vecino, entre otros)","NS/NC","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","62"
"50601","2019-11-25 16:20:00","Ciudad Autónoma de Buenos Aires","44","Femenino","Víctima","NO","Otro(Especificar en observaciones)","SI","44","Femenino","Argentina","Conocido no familiar (Amigo, vecino, entre otros)","NO","NO","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","02"
"50605","2019-11-25 21:00:00","Ciudad Autónoma de Buenos Aires","40","Femenino","Comisaría","SI","Comercio","SI","24","Femenino","Argentina","Conocido no familiar (Amigo, vecino, entre otros)","NS/NC","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","02"
"50606","2019-11-25 21:00:00","Buenos Aires","44","Femenino","Víctima","NO","Vivienda de la Víctima","SI","44","Femenino","Argentina","Otro pariente","NO","NO","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","06"
"50607","2019-11-26 23:55:00","Ciudad Autónoma de Buenos Aires","46","Femenino","Comisaría","SI","Vivienda de la Víctima","SI","10","Femenino","Argentina","Padrastro","NS/NC","SI","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","02"
"50608","2019-11-26 01:30:00","Buenos Aires","24","Femenino","Familiar","SI","Vivienda del Agresor","SI","7","Femenino","Argentina","Padre","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","06"
"50609","2019-11-26 07:00:00","Ciudad Autónoma de Buenos Aires","35","Femenino","Comisaría","SI","Vivienda de la Víctima","SI","58","Femenino","Argentina","Desconocido","NS/NC","NO","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","NO","NO","02"
"50611","2019-11-26 10:20:00","Buenos Aires","55","Femenino","Madre","SI","Vivienda de la Víctima","SI","11","Femenino","Argentina","Tío","NO","NO","SI","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","06"
"50612","2019-11-26 10:25:00","Buenos Aires","Sin dato","Femenino","Madre","SI","NS/NC","SI","999","Masculino","Argentina","Otro pariente","NS/NC","NS/NC","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","06"
"50612","2019-11-26 10:25:00","Buenos Aires","Sin dato","Femenino","Madre","SI","NS/NC","SI","999","Masculino","Argentina","Otro pariente","NS/NC","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","06"
"50613","2019-11-26 12:15:00","La Rioja","Sin dato","Femenino","Familiar","SI","NS/NC","SI","8","Femenino","Argentina","NS/NC","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","46"
"50613","2019-11-26 12:15:00","La Rioja","Sin dato","Femenino","Familiar","SI","NS/NC","SI","10","Masculino","Argentina","NS/NC","NS/NC","NS/NC","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","46"
"50613","2019-11-26 12:15:00","La Rioja","Sin dato","Femenino","Familiar","SI","NS/NC","SI","12","Masculino","Argentina","NS/NC","NS/NC","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","46"
"50614","2019-11-26 12:45:00","Córdoba","29","Femenino","Víctima","NO","NS/NC","SI","29","Femenino","Argentina","Conocido no familiar (Amigo, vecino, entre otros)","NO","NO","SI","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","SI","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","14"
"50615","2019-11-26 20:55:00","Buenos Aires","Sin dato","Femenino","Familiar","SI","NS/NC","SI","8","Femenino","NS/NC","NS/NC","NS/NC","NS/NC","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","06"
"50616","2019-11-26 16:00:00","Ciudad Autónoma de Buenos Aires","Sin dato","Masculino","Padre","NO","Redes Sociales","SI","999","Femenino","Argentina","Desconocido","NS/NC","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","02"
"50617","2019-11-26 17:00:00","Ciudad Autónoma de Buenos Aires","Sin dato","Femenino","Comisaría","SI","NS/NC","SI","30","Femenino","Argentina","Padre","NS/NC","NS/NC","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","02"
"50618","2019-11-26 18:00:00","Ciudad Autónoma de Buenos Aires","Sin dato","Femenino","Comisaría","SI","Calle","SI","20","Femenino","Argentina","Desconocido","NS/NC","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","02"
"50619","2019-11-26 19:00:00","Ciudad Autónoma de Buenos Aires","25","Masculino","Otra Institución","SI","Calle","SI","29","Femenino","Argentina","Desconocido","NS/NC","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","02"
"50620","2019-11-26 18:30:00","Ciudad Autónoma de Buenos Aires","40","Femenino","Víctima","SI","Otro(Especificar en observaciones)","NO","40","Femenino","Argentina","Conocido no familiar (Amigo, vecino, entre otros)","NS/NC","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","SI","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","02"
